dataset_id,method_name,n_seeds,mean_valid_nll_nats_per_token,std_valid_nll_nats_per_token,ci_low,ci_high,mean_valid_log_ppl,mean_valid_ppl,ppl_overflow_count,metric_for_comparison
c4_en_v2_100m,exact_dedup,3,11.250372120489677,0.05097561509168719,11.188540551811457,11.31338794901967,11.250372120489677,77008.54923358039,0,valid_nll_nats_per_token
c4_en_v2_100m,length_filter,3,11.24193063005805,0.03795418950398069,11.189011845737696,11.276167068630457,11.24193063005805,76316.55165581912,0,valid_nll_nats_per_token
c4_en_v2_100m,raw,3,11.250372120489677,0.05097561509168719,11.188540551811457,11.31338794901967,11.250372120489677,77008.54923358039,0,valid_nll_nats_per_token
c4_en_v2_100m,urd_fixed,3,11.249411371846994,0.06911380073261547,11.183996681123972,11.345013588666916,11.249411371846994,77020.71677518553,0,valid_nll_nats_per_token
openwebtext_v2_100m,exact_dedup,3,11.15308827906847,0.04418932972202986,11.09790013357997,11.206074215471745,11.15308827906847,69847.06301620555,0,valid_nll_nats_per_token
openwebtext_v2_100m,length_filter,3,11.086258672177792,0.056655448928703694,11.006970919668674,11.135894998908043,11.086258672177792,65371.62159569019,0,valid_nll_nats_per_token
openwebtext_v2_100m,raw,3,11.15308827906847,0.04418932972202986,11.09790013357997,11.206074215471745,11.15308827906847,69847.06301620555,0,valid_nll_nats_per_token
openwebtext_v2_100m,urd_fixed,3,11.175430494050184,0.04889893595141883,11.137895680963993,11.244497127830982,11.175430494050184,71441.86360049661,0,valid_nll_nats_per_token
