dataset_id,method_name,utility,risk,diversity,cost,pareto_scope
c4_en_v2_100m,exact_dedup,-11.250372120489677,0.004039173953637797,0.6485499497068204,199214,local_diagnostic
c4_en_v2_100m,length_filter,-11.24193063005805,0.0031642059663698485,0.6534280516640645,199214,local_diagnostic
c4_en_v2_100m,raw,-11.250372120489677,0.004039173953637797,0.6485499497068204,199214,local_diagnostic
c4_en_v2_100m,urd_fixed,-11.249411371846994,0.00382828012404346,0.630704538134875,199214,local_diagnostic
openwebtext_v2_100m,exact_dedup,-11.15308827906847,0.01463444769168627,0.5542019752930887,84174,local_diagnostic
openwebtext_v2_100m,length_filter,-11.086258672177792,0.010108198862046452,0.5736336752509729,84174,local_diagnostic
openwebtext_v2_100m,raw,-11.15308827906847,0.01463444769168627,0.5542019752930887,84174,local_diagnostic
openwebtext_v2_100m,urd_fixed,-11.175430494050184,0.012054226727915942,0.5437333565439035,84174,local_diagnostic
