doc_id,pareto_rank,selected,utility_score,risk_score,diversity_score,cost_score
wikitext2-smoke-train-0,0,True,0.8346356090624261,0.011538461538461539,0.9825113039162001,0.6330985915492958
wikitext2-smoke-train-1,0,True,0.852551803434138,0.00528169014084507,0.9755915614918318,0.75
wikitext2-smoke-train-2,1,False,0.8231906928069501,0.005514705882352941,0.936044905166603,0.7915492957746479
