variant,seeds,train_characters,val_loss_mean,val_loss_std,perplexity_mean,perplexity_std,bits_per_character_mean,next_char_accuracy_mean,tokens_per_second_mean
full_pipeline,23,2676,13.646072387695312,0.0,844138.9457508345,0.0,19.687120961339843,0.0078125,6964.3882174014925
hdqs_filter,23,2676,13.796963691711426,0.0,981624.0684719377,0.0,19.90481109735716,0.0078125,8337.114706792809
raw_noisy_baseline,23,2676,13.814095497131348,0.0,998585.9398935687,0.0,19.929527068077956,0.0078125,7949.940220586726
rule_filter_only,23,2676,13.771568298339844,0.0,957009.2139492035,0.0,19.868173289278555,0.0078125,8231.070146105036
