variant,seed,metric,value,final_val_loss,next_char_accuracy
raw_noisy_baseline,23,final_val_perplexity,394545.7639490097,12.885490417480469,0.029296875
rule_filter_only,23,final_val_perplexity,422854.3036152836,12.954782962799072,0.02734375
hdqs_filter,23,final_val_perplexity,415821.0239421671,12.938010215759277,0.02734375
full_pipeline,23,final_val_perplexity,397225.38577898784,12.892259120941162,0.02734375
