dataset_id,method_name,diversity,token_keep_rate,diversity_loss_proxy
c4_en_v2_100m,exact_dedup,0.6485499497068204,1.0,0.35145005029317955
c4_en_v2_100m,length_filter,0.6534280516640645,0.7639706621739006,0.3465719483359355
c4_en_v2_100m,raw,0.6485499497068204,1.0,0.35145005029317955
c4_en_v2_100m,urd_fixed,0.630704538134875,0.9849929547815829,0.36929546186512496
openwebtext_v2_100m,exact_dedup,0.5542019752930887,1.0,0.4457980247069113
openwebtext_v2_100m,length_filter,0.5736336752509729,0.5945726947624304,0.42636632474902714
openwebtext_v2_100m,raw,0.5542019752930887,1.0,0.4457980247069113
openwebtext_v2_100m,urd_fixed,0.5437333565439035,0.9558972936357938,0.45626664345609647
