variant,seeds,train_characters,val_loss_mean,val_loss_std,perplexity_mean,perplexity_std,bits_per_character_mean,next_char_accuracy_mean,tokens_per_second_mean
full_pipeline,"23,42,3407",18000,12.510669072469076,0.4219441976569883,287764.94105306646,120974.50414482401,18.049080229054063,0.02734375,10495.703312824604
full_pipeline_without_hdqs,"23,42,3407",18000,12.476916472117106,0.3874028018746205,275532.6867047823,105193.80141459005,18.00038551990917,0.02734375,10494.618188657238
hdqs_curriculum,"23,42,3407",18000,12.539648532867432,0.3332164637934419,289463.5262457789,93060.91172565435,18.09088875285841,0.026692708333333332,10342.942703465656
hdqs_filter,"23,42,3407",18000,12.539648532867432,0.3332164637934419,289463.5262457789,93060.91172565435,18.09088875285841,0.026692708333333332,10065.42133211348
raw_noisy_baseline,"23,42,3407",18000,12.554656346638998,0.34055851876767745,294610.2230331491,100636.375908921,18.112540451361234,0.0234375,9235.507750698229
