variant,next_character_accuracy,held_out_perplexity,held_out_bits_per_character,held_out_noisy_robustness_proxy,simple_cloze_proxy_accuracy,toy_sentiment_proxy,small_classification_proxy,status
full_pipeline,0.02734375,287764.94105306646,18.049080229054063,3.4750584846803523e-06,0.02734375,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
full_pipeline_without_hdqs,0.02734375,275532.6867047823,18.00038551990917,3.629333462971105e-06,0.02734375,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
hdqs_curriculum,0.026692708333333332,289463.5262457789,18.09088875285841,3.454666682775487e-06,0.026692708333333332,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
hdqs_filter,0.026692708333333332,289463.5262457789,18.09088875285841,3.454666682775487e-06,0.026692708333333332,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
raw_noisy_baseline,0.0234375,294610.2230331491,18.112540451361234,3.394315342164761e-06,0.0234375,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
