dataset_id,method,utility,risk,cost,pareto_status,source_manifest_path
c4_en_20m,exact_dedup,-27.892710690697033,0.004086410054988217,38190,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
c4_en_20m,length_filter,-28.237577160199482,0.003561831153388823,38190,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
c4_en_20m,raw,-27.892710690697033,0.004086410054988217,38190,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
c4_en_20m,urd_fixed,-27.939046944181126,0.003948095778417853,38190,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
openwebtext_20m,exact_dedup,-28.03769465784232,0.014164010250640666,15999,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
openwebtext_20m,length_filter,-27.921034559607506,0.009740022484541878,15999,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
openwebtext_20m,raw,-28.03769465784232,0.014164010250640666,15999,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
openwebtext_20m,urd_fixed,-27.701678256193798,0.011038266546287936,15999,candidate_not_claimed,artifacts/localmax_evaluation_strengthened/risk_diversity_cost.csv
