variant,seeds,train_characters,val_loss_mean,val_loss_std,perplexity_mean,perplexity_std,bits_per_character_mean,next_char_accuracy_mean,tokens_per_second_mean
full_pipeline,23,5200,13.708828926086426,0.0,898811.7804628533,0.0,19.77765950806006,0.0078125,7483.95043426884
hdqs_filter,23,5200,13.65878677368164,0.0,854940.1741203051,0.0,19.705463942950267,0.0078125,7708.2971585214445
raw_noisy_baseline,23,5200,13.738080024719238,0.0,925491.3130419138,0.0,19.819859922998173,0.0078125,3396.587402672425
rule_filter_only,23,5200,13.668835639953613,0.0,863574.6643605457,0.0,19.7199613924874,0.0078125,7701.2014082103715
