dataset_id,method_name,n_seeds,mean_valid_loss,mean_valid_ppl,std_valid_loss,seed_variance,ci_low,ci_high,limited_seed_count
c4_en_20m,exact_dedup,3,145.88818359375,485165195.4097903,3.726077955664884,13.883656931691803,140.64842224121094,151.12794494628906,False
c4_en_20m,length_filter,3,145.92222595214844,485165195.4097903,4.791628321307896,22.959701969559926,139.14617919921875,152.69827270507812,False
c4_en_20m,raw,3,145.88818359375,485165195.4097903,3.726077955664884,13.883656931691803,140.64842224121094,151.12794494628906,False
c4_en_20m,urd_fixed,3,147.11021423339844,485165195.4097903,3.957933108973618,15.665234495109567,141.52215576171875,152.69827270507812,False
openwebtext_20m,exact_dedup,3,146.57573445638022,485165195.4097903,1.9899379846599643,3.9598531827925605,143.98682657877606,149.16464233398438,False
openwebtext_20m,length_filter,3,147.89495849609375,485165195.4097903,1.8132560934720192,3.287897660513408,145.3700942993164,150.4198226928711,False
openwebtext_20m,raw,3,146.57573445638022,485165195.4097903,1.9899379846599643,3.9598531827925605,143.98682657877606,149.16464233398438,False
openwebtext_20m,urd_fixed,3,146.57573445638022,485165195.4097903,1.9899379846599643,3.9598531827925605,143.98682657877606,149.16464233398438,False
