dataset_id,method_name,n_seeds,std_valid_loss,seed_variance,limited_seed_count
c4_en_20m,exact_dedup,3,3.726077955664884,13.883656931691803,False
c4_en_20m,length_filter,3,4.791628321307896,22.959701969559926,False
c4_en_20m,raw,3,3.726077955664884,13.883656931691803,False
c4_en_20m,urd_fixed,3,3.957933108973618,15.665234495109567,False
openwebtext_20m,exact_dedup,3,1.9899379846599643,3.9598531827925605,False
openwebtext_20m,length_filter,3,1.8132560934720192,3.287897660513408,False
openwebtext_20m,raw,3,1.9899379846599643,3.9598531827925605,False
openwebtext_20m,urd_fixed,3,1.9899379846599643,3.9598531827925605,False
