dataset_id,method_name,n_seeds,mean_valid_loss,mean_valid_ppl,mean_risk,mean_diversity,filter_cost_units,document_keep_rate,token_keep_rate
c4_en_20m,exact_dedup,3,145.88818359375,485165195.4097903,0.004086410054988217,0.6485306178343995,38190,1.0,1.0
c4_en_20m,length_filter,3,145.92222595214844,485165195.4097903,0.003561831153388823,0.6353863430405915,38190,0.8808588635768526,0.7646875231767035
c4_en_20m,raw,3,145.88818359375,485165195.4097903,0.004086410054988217,0.6485306178343995,38190,1.0,1.0
c4_en_20m,urd_fixed,3,147.11021423339844,485165195.4097903,0.003948095778417853,0.629846420865883,38190,0.9,0.9868311602670956
openwebtext_20m,exact_dedup,3,146.57573445638022,485165195.4097903,0.014164010250640666,0.5544323346814154,15999,1.0,1.0
openwebtext_20m,length_filter,3,147.89495849609375,485165195.4097903,0.009740022484541878,0.5741182485788605,15999,0.8895555972248266,0.5935808885368328
openwebtext_20m,raw,3,146.57573445638022,485165195.4097903,0.014164010250640666,0.5544323346814154,15999,1.0,1.0
openwebtext_20m,urd_fixed,3,146.57573445638022,485165195.4097903,0.011038266546287936,0.5444960951896028,15999,0.8999937496093506,0.941724168961759
