variant,next_character_accuracy,held_out_perplexity,held_out_bits_per_character,held_out_noisy_robustness_proxy,simple_cloze_proxy_accuracy,toy_sentiment_proxy,small_classification_proxy,status
full_pipeline,0.0078125,898811.7804628533,19.77765950806006,1.1125799880872041e-06,0.0078125,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
hdqs_filter,0.0078125,854940.1741203051,19.705463942950267,1.1696724873514745e-06,0.0078125,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
raw_noisy_baseline,0.0078125,925491.3130419138,19.819859922998173,1.0805071705245836e-06,0.0078125,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
rule_filter_only,0.0078125,863574.6643605457,19.7199613924874,1.1579774642190014e-06,0.0078125,not_run_in_quick_mode,not_run_in_quick_mode,quick_trained_metric
